text,label,bias_terms,target_group,severity,safer_text,label id
người theo Phật giáo bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người không tín ngưỡng bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người không tín ngưỡng,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Công giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Công giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người không tín ngưỡng bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người không tín ngưỡng,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người có niềm tin tâm linh bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người có niềm tin tâm linh,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người không tín ngưỡng bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người không tín ngưỡng,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Phật giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người có niềm tin tâm linh bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người có niềm tin tâm linh,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Tin Lành bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Phật giáo bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Phật giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Thằng đó học dốt nên chỉ làm được công nhân thôi.,Occupation Bias,"học dốt, chỉ làm được",công nhân,high,Người làm công nhân có kỹ năng và đóng góp quan trọng cho xã hội.,4
Mày mà không học thì sau này chỉ đi quét rác thôi.,Occupation Bias,chỉ đi quét rác,lao động vệ sinh,high,"Lao động vệ sinh là nghề đáng trân trọng, góp phần giữ gìn môi trường sống sạch đẹp.",4
"Nghề phụ hồ thì ai làm chẳng được, cần gì học.",Occupation Bias,"ai làm chẳng được, cần gì học",thợ phụ hồ,high,Lao động xây dựng đòi hỏi kỹ năng kỹ thuật và kinh nghiệm thực tiễn.,4
Làm công nhân may thì tương lai tối tăm lắm.,Occupation Bias,tương lai tối tăm,công nhân may,high,Công nhân may có thể phát triển kỹ năng và thăng tiến trong ngành dệt may.,4
Mấy đứa làm ở xưởng in thì cũng chỉ là lao động tay chân.,Occupation Bias,chỉ là lao động tay chân,công nhân xưởng in,medium,Công nhân xưởng in vận hành thiết bị phức tạp và cần kỹ năng kỹ thuật thực tế.,4
"Thợ hàn thì trình độ thấp, không xứng ngồi cùng kỹ sư.",Occupation Bias,"trình độ thấp, không xứng",thợ hàn,high,Thợ hàn có kỹ năng kỹ thuật chuyên biệt và đóng góp thiết yếu trong ngành sản xuất.,4
"Công nhân lắp ráp điện tử thì học mấy ngày là xong, không cần chuyên môn.",Occupation Bias,học mấy ngày là xong,công nhân lắp ráp điện tử,medium,"Công nhân lắp ráp điện tử cần kỹ năng tỉ mỉ, chính xác và hiểu biết kỹ thuật nhất định.",4
"Thợ sơn thì chẳng cần học hành gì, cầm cọ lên là làm được.",Occupation Bias,chẳng cần học hành gì,thợ sơn,medium,"Thợ sơn cần kỹ năng chuyên môn về vật liệu, kỹ thuật phủ bề mặt và an toàn lao động.",4
Chỉ học hết lớp 9 thì sau này chỉ ra khu công nghiệp làm thôi.,Occupation Bias,chỉ ra khu công nghiệp làm,lao động khu công nghiệp,high,Lao động khu công nghiệp đóng góp lớn cho nền kinh tế và có thể phát triển sự nghiệp bền vững.,4
Người không bằng cấp thì chỉ đi bốc vác kiếm sống qua ngày.,Occupation Bias,chỉ đi bốc vác kiếm sống qua ngày,lao động bốc vác,high,Người lao động bốc vác có thể học thêm kỹ năng và tìm con đường phát triển riêng.,4
Làm shipper thì cần gì học hành cho mất công.,Occupation Bias,cần gì học hành,shipper,medium,"Làm shipper đòi hỏi kỹ năng định hướng, giao tiếp và quản lý thời gian hiệu quả.",4
Mấy đứa giao hàng thì đầu óc đơn giản lắm.,Occupation Bias,đầu óc đơn giản,shipper / người giao hàng,high,"Người giao hàng cần kỹ năng quản lý lộ trình, giao tiếp khách hàng và giải quyết tình huống linh hoạt.",4
"Thằng bạn tôi bỏ học làm shipper, phí cả tuổi trẻ.",Occupation Bias,phí cả tuổi trẻ,shipper,medium,Làm shipper là lựa chọn nghề nghiệp hợp lệ với thu nhập ổn định và tính linh hoạt cao.,4
Giao hàng là cái nghề của người thất bại.,Occupation Bias,nghề của người thất bại,người giao hàng,high,"Nghề giao hàng là dịch vụ thiết yếu trong nền kinh tế hiện đại, không liên quan đến thành công hay thất bại.",4
Con trai học hết phổ thông mà đi chạy grab thì nhà mất mặt.,Occupation Bias,nhà mất mặt,tài xế Grab / shipper,high,Tài xế Grab cung cấp dịch vụ có giá trị và có thể đạt thu nhập tốt trong lĩnh vực này.,4
"Làm tài xế GrabFood thì không có tương lai, phải tìm nghề khác thôi.",Occupation Bias,không có tương lai,tài xế GrabFood,medium,Nhiều tài xế ứng dụng phát triển thành chủ doanh nghiệp giao nhận hoặc có thu nhập ổn định lâu dài.,4
Mấy anh chạy Grab xe ôm thì học được gì mà làm.,Occupation Bias,học được gì mà làm,tài xế xe ôm công nghệ,medium,Tài xế xe ôm công nghệ có kinh nghiệm vận hành và dịch vụ khách hàng thực tiễn đáng giá.,4
"Chỉ làm shipper thôi mà dám lấy vợ, nuôi con sao nổi.",Occupation Bias,nuôi con sao nổi,shipper,high,"Shipper có thể có thu nhập ổn định, đủ khả năng xây dựng cuộc sống gia đình.",4
Nghề chạy xe giao hàng không xứng với người học đại học.,Occupation Bias,không xứng với người học đại học,người giao hàng,high,"Mọi nghề lao động hợp pháp đều xứng đáng được tôn trọng, không phụ thuộc vào bằng cấp.",4
"Thanh niên học thấp mới đi làm shipper, người ta khác.",Occupation Bias,học thấp mới đi làm shipper,shipper,high,Nghề shipper có thể là lựa chọn chiến lược của nhiều người với nhiều mức học vấn khác nhau.,4
Thợ điện thì học lấy bằng cấp làm gì cho tốn tiền.,Occupation Bias,học lấy bằng cấp làm gì,thợ điện,medium,Thợ điện cần đào tạo kỹ thuật để đảm bảo an toàn và tuân thủ tiêu chuẩn điện lực.,4
"Thợ nước thì ai chẳng làm được, cần gì phải học nghề.",Occupation Bias,"ai chẳng làm được, cần gì học",thợ nước,medium,"Thợ nước cần hiểu biết về hệ thống ống, áp suất và quy chuẩn kỹ thuật để làm việc an toàn.",4
Mấy anh thợ sửa xe thì tay chân lúc nào cũng dơ.,Occupation Bias,tay chân lúc nào cũng dơ,thợ sửa xe,medium,"Thợ sửa xe có kỹ năng kỹ thuật chuyên sâu, đảm bảo an toàn giao thông cho người dùng.",4
"Kỹ thuật viên điện lạnh thì trình thấp lắm, chỉ học nghề là làm được.",Occupation Bias,"trình thấp, chỉ học nghề",kỹ thuật viên điện lạnh,medium,"Kỹ thuật viên điện lạnh cần kiến thức về nhiệt động lực học, điện và an toàn hóa chất.",4
Thợ mộc thì cũng chỉ là người làm thuê bình thường thôi.,Occupation Bias,chỉ là người làm thuê bình thường,thợ mộc,medium,Thợ mộc lành nghề có thể trở thành nhà thiết kế nội thất hoặc chủ xưởng sản xuất đồ gỗ.,4
"Làm thợ tiện thì cả đời cũng chỉ đứng máy, không đi đến đâu.",Occupation Bias,"cả đời chỉ đứng máy, không đi đến đâu",thợ tiện,medium,Thợ tiện CNC hiện đại có nhiều cơ hội phát triển kỹ năng và thăng tiến trong ngành cơ khí chính xác.,4
"Thợ hàn xì thì học ít, làm ít, thu nhập cũng thấp thôi.",Occupation Bias,"học ít, làm ít, thu nhập thấp",thợ hàn xì,medium,Thợ hàn lành nghề được trả lương cao trong nhiều ngành công nghiệp đòi hỏi kỹ thuật cao.,4
Mấy cái nghề kỹ thuật như thợ máy thì chỉ dành cho người học kém.,Occupation Bias,chỉ dành cho người học kém,thợ máy,high,"Nghề kỹ thuật đòi hỏi tư duy logic và kỹ năng chuyên môn, không liên quan đến học lực.",4
"Làm kỹ thuật viên bảo dưỡng thì không có gì hay, nhàm chán lắm.",Occupation Bias,"không có gì hay, nhàm chán",kỹ thuật viên bảo dưỡng,low,Kỹ thuật viên bảo dưỡng đóng vai trò quan trọng trong đảm bảo an toàn và hiệu quả vận hành thiết bị.,4
"Thợ lắp kính thì cũng không khá được, nghề thấp lắm.",Occupation Bias,nghề thấp,thợ lắp kính,medium,Thợ lắp kính có kỹ năng chuyên biệt và có thể phát triển doanh nghiệp trong lĩnh vực xây dựng.,4
Mấy đứa bán hàng rong thì biết gì mà nói chuyện.,Occupation Bias,biết gì mà nói chuyện,người bán hàng rong,high,Người bán hàng rong có kinh nghiệm kinh doanh thực tế và kỹ năng giao tiếp phong phú.,4
Làm sales thì chỉ biết nói ngọt để lừa khách hàng thôi.,Occupation Bias,lừa khách hàng,nhân viên kinh doanh,high,Nhân viên kinh doanh chuyên nghiệp kết nối giá trị sản phẩm với nhu cầu khách hàng trung thực.,4
"Nghề tiếp thị thì có gì ghê gớm đâu, ai cũng làm được.",Occupation Bias,ai cũng làm được,nhân viên tiếp thị,medium,"Tiếp thị đòi hỏi kỹ năng phân tích, sáng tạo và hiểu biết thị trường sâu sắc.",4
Cô gái làm lễ tân thì chắc chỉ trông vào nhan sắc.,Occupation Bias,chỉ trông vào nhan sắc,nhân viên lễ tân,high,"Nhân viên lễ tân cần kỹ năng giao tiếp, ngoại ngữ và nghiệp vụ chuyên môn cao.",4
Mấy người làm phục vụ nhà hàng thì không cần học hành gì cả.,Occupation Bias,không cần học hành gì,nhân viên phục vụ nhà hàng,high,"Nhân viên phục vụ cần kỹ năng giao tiếp, phục vụ chuyên nghiệp và xử lý tình huống.",4
"Thu ngân siêu thị thì làm gì cũng được, không cần giỏi.",Occupation Bias,"làm gì cũng được, không cần giỏi",thu ngân siêu thị,medium,"Thu ngân cần chính xác, trung thực và kỹ năng xử lý giao dịch tài chính.",4
Người bán vé số thì thất bại rồi mới phải làm cái nghề đó.,Occupation Bias,thất bại rồi mới phải làm,người bán vé số,high,Người bán vé số là lao động hợp pháp đóng góp vào nguồn thu xã hội và nuôi sống gia đình.,4
"Làm nhân viên tạp hóa thì học được gì, không ra gì cả.",Occupation Bias,không ra gì cả,nhân viên tạp hóa,medium,"Nhân viên tạp hóa học được quản lý hàng hóa, giao tiếp khách hàng và vận hành kinh doanh nhỏ.",4
Mấy anh môi giới bảo hiểm thì chỉ biết chèo kéo khách thôi.,Occupation Bias,chỉ biết chèo kéo,nhân viên tư vấn bảo hiểm,high,Nhân viên tư vấn bảo hiểm chuyên nghiệp giúp khách hàng lựa chọn giải pháp bảo vệ tài chính phù hợp.,4
Người bán đồ ăn vặt thì cũng chỉ kiếm bèo bọt qua ngày.,Occupation Bias,kiếm bèo bọt qua ngày,người bán đồ ăn vặt,medium,"Kinh doanh đồ ăn vặt là hình thức khởi nghiệp hợp lệ, nhiều người đã xây dựng chuỗi kinh doanh từ đó.",4
Chỉ học hết cấp 2 thì chỉ đủ làm bảo vệ thôi.,Occupation Bias,chỉ đủ làm bảo vệ,bảo vệ,high,Nhân viên bảo vệ giữ vai trò quan trọng trong đảm bảo an ninh và cần đào tạo chuyên nghiệp.,4
"Nghề bảo vệ thì ai mà chả làm được, cần gì phải học.",Occupation Bias,"ai mà chả làm được, cần gì học",bảo vệ,high,"Nghề bảo vệ đòi hỏi kiến thức pháp luật, kỹ năng xử lý tình huống khẩn cấp và thể chất tốt.",4
Làm bảo vệ tòa nhà thì cuộc đời cũng tối tăm lắm.,Occupation Bias,cuộc đời tối tăm,bảo vệ tòa nhà,high,Nhân viên bảo vệ có thu nhập ổn định và cơ hội thăng tiến trong lĩnh vực an ninh chuyên nghiệp.,4
Bảo vệ siêu thị thì cũng chỉ đứng ngó người ta mua đồ thôi.,Occupation Bias,chỉ đứng ngó,bảo vệ siêu thị,medium,"Bảo vệ siêu thị chịu trách nhiệm ngăn ngừa mất mát, đảm bảo an toàn và hỗ trợ khách hàng.",4
Dân làm bảo vệ thì không có trình độ gì để nói chuyện.,Occupation Bias,không có trình độ gì,bảo vệ,high,Nhân viên bảo vệ là công dân đầy đủ tư cách với quyền bày tỏ ý kiến như mọi người.,4
Làm giúp việc nhà thì cũng không khác gì người ở đợ.,Occupation Bias,không khác gì người ở đợ,giúp việc nhà,high,Người giúp việc nhà cung cấp dịch vụ thiết yếu và xứng đáng được đối xử bình đẳng.,4
Nhân viên vệ sinh công nghiệp thì công việc nhục lắm.,Occupation Bias,công việc nhục,nhân viên vệ sinh,high,"Nhân viên vệ sinh duy trì môi trường sạch sẽ, đóng góp trực tiếp vào sức khỏe cộng đồng.",4
"Người rửa bát thuê thì không có tương lai, cần đổi nghề khác.",Occupation Bias,không có tương lai,người rửa bát,medium,Mọi công việc lương thiện đều có giá trị; nhiều doanh nhân thành đạt từng làm những việc khiêm tốn.,4
Người dọn phòng khách sạn thì làm việc không cần nghĩ ngợi gì.,Occupation Bias,không cần nghĩ ngợi gì,nhân viên dọn phòng khách sạn,medium,"Nhân viên dọn phòng cần kỹ năng tổ chức, chú ý chi tiết và hiểu biết về tiêu chuẩn vệ sinh khách sạn.",4
Giặt đồ thuê thì cũng chỉ là nghề hạ đẳng trong xã hội.,Occupation Bias,nghề hạ đẳng,người giặt đồ thuê,high,Không có nghề nghiệp nào là 'hạ đẳng'; mọi lao động hợp pháp đều xứng đáng được tôn trọng.,4
"Nông dân thì chỉ biết cày ruộng, biết gì mà ý kiến.",Occupation Bias,biết gì mà ý kiến,nông dân,high,Nông dân có kiến thức sâu rộng về nông nghiệp và hoàn toàn có quyền tham gia thảo luận xã hội.,4
Con nít ở quê lớn lên thì chỉ ra thành phố làm công nhân thôi.,Occupation Bias,chỉ ra thành phố làm công nhân,thanh niên nông thôn / nông dân,medium,Mỗi người đều có tiềm năng phát triển và đạt thành tựu bất kể xuất phát điểm.,4
"Làm nông thì cả đời bần hàn, không khá nổi.",Occupation Bias,"cả đời bần hàn, không khá nổi",nông dân,high,Nông dân có thể áp dụng công nghệ và kinh doanh nông nghiệp để đạt thu nhập tốt.,4
Đi làm thuê cho nông trường thì cũng chỉ là dân thấp cổ bé họng.,Occupation Bias,dân thấp cổ bé họng,công nhân nông trường,high,Công nhân nông nghiệp đóng vai trò thiết yếu trong chuỗi cung ứng thực phẩm quốc gia.,4
"Nuôi heo, nuôi gà thì cũng chỉ là chăn nuôi tay chân.",Occupation Bias,chỉ là chăn nuôi tay chân,người chăn nuôi,medium,"Chăn nuôi hiện đại đòi hỏi kiến thức về dinh dưỡng, thú y và quản lý trang trại.",4
"Người trồng rau thì không cần học cao, trồng thế nào cũng được.",Occupation Bias,"không cần học cao, trồng thế nào cũng được",người trồng rau,medium,"Nông nghiệp hiện đại đòi hỏi hiểu biết về kỹ thuật canh tác, đất, nước và quản lý dịch bệnh.",4
Nghề đánh cá thì cũng chỉ là sống theo đuôi cá thôi.,Occupation Bias,sống theo đuôi cá,ngư dân,medium,Ngư dân đóng vai trò quan trọng trong cung ứng thực phẩm và phát triển kinh tế biển.,4
"Mấy anh xe ôm thì lo làm đi, đừng có bàn chuyện xã hội.",Occupation Bias,đừng bàn chuyện xã hội,xe ôm,high,Tài xế xe ôm là công dân đầy đủ quyền lên tiếng về các vấn đề xã hội.,4
"Lái xe tải thì học được gì, ngồi lái cả ngày thôi mà.",Occupation Bias,"học được gì, ngồi lái cả ngày",tài xế xe tải,medium,"Tài xế xe tải cần kỹ năng vận hành xe lớn, quản lý lộ trình và tuân thủ quy định giao thông phức tạp.",4
"Người lái xe buýt thì không cần học nhiều, cứ lái xe là được.",Occupation Bias,không cần học nhiều,tài xế xe buýt,medium,"Lái xe buýt đòi hỏi bằng lái chuyên nghiệp, kỹ năng xử lý tình huống và trách nhiệm với hành khách.",4
"Mấy anh lái xe taxi thì cũng chỉ chở người ta thôi, không khó.",Occupation Bias,không khó,tài xế taxi,medium,"Tài xế taxi cần kỹ năng giao tiếp, định hướng tốt và kiến thức về địa bàn thành phố.",4
"Làm tài xế container thì suốt ngày trên đường, không học hỏi được gì.",Occupation Bias,không học hỏi được gì,tài xế container,medium,Tài xế container cần kỹ năng vận hành xe hạng nặng và quản lý hành trình vận tải chuyên nghiệp.,4
"Người chạy xe ôm truyền thống thì bị Grab thay thế rồi, lạc hậu lắm.",Occupation Bias,lạc hậu,xe ôm truyền thống,medium,Người lao động trong ngành vận tải có khả năng thích nghi với công nghệ mới.,4
"Nghề hớt tóc thì kiếm tiền được gì, học làm chi.",Occupation Bias,kiếm tiền được gì,thợ cắt tóc,medium,Thợ cắt tóc lành nghề có thu nhập ổn định và có thể mở tiệm riêng thành công.,4
Con bé đó làm nail thì trình độ có cao hơn gì đâu.,Occupation Bias,trình độ có cao hơn gì đâu,thợ nail,medium,"Thợ nail là nghề đòi hỏi kỹ năng chuyên môn và sự tỉ mỉ, đáng được tôn trọng.",4
Làm thẩm mỹ viện thì cũng chỉ là nghề phụ nữ lặt vặt.,Occupation Bias,nghề phụ nữ lặt vặt,nhân viên thẩm mỹ viện,medium,Ngành làm đẹp là lĩnh vực kinh doanh chuyên nghiệp với kỹ thuật và kiến thức chuyên sâu.,4
"Thợ trang điểm thì có gì đặc biệt đâu, ai học vài buổi là làm được.",Occupation Bias,ai học vài buổi là làm được,thợ trang điểm / makeup artist,medium,"Thợ trang điểm chuyên nghiệp cần hiểu biết về màu sắc, kỹ thuật và đặc điểm da khác nhau.",4
Người làm tóc thì học xong trường nghề thấp hơn người học đại học.,Occupation Bias,thấp hơn người học đại học,thợ làm tóc,high,Kỹ năng nghề nghiệp trong lĩnh vực làm đẹp có giá trị ngang với bất kỳ bằng cấp nào khác.,4
"Nghề đầu bếp thì làm gì có tương lai, chỉ đứng bếp cả đời.",Occupation Bias,làm gì có tương lai,đầu bếp,medium,Đầu bếp có nhiều cơ hội phát triển từ quản lý nhà hàng đến mở cơ sở kinh doanh riêng.,4
"Học nấu ăn thì cũng chỉ phục vụ người khác, không ra hồn.",Occupation Bias,không ra hồn,đầu bếp / người học nấu ăn,high,Ngành ẩm thực là nghề sáng tạo đòi hỏi kiến thức và kỹ năng chuyên sâu với cơ hội phát triển rộng.,4
Nhân viên pha chế thì cũng chỉ làm để qua ngày thôi.,Occupation Bias,chỉ làm để qua ngày,bartender / nhân viên pha chế,medium,Bartender chuyên nghiệp có thể xây dựng sự nghiệp trong ngành F&B với thu nhập và cơ hội tốt.,4
Người làm bánh thì cũng chỉ là thợ lặt vặt thôi.,Occupation Bias,thợ lặt vặt,thợ làm bánh,medium,"Thợ làm bánh chuyên nghiệp kết hợp kỹ thuật và nghệ thuật, nhiều người thành công với thương hiệu riêng.",4
Phục vụ quán cà phê thì không học hành gì vẫn làm được.,Occupation Bias,không học hành gì vẫn làm được,nhân viên quán cà phê,medium,"Nhân viên quán cà phê cần kỹ năng pha chế, giao tiếp khách hàng và quản lý thời gian.",4
"Giáo viên mầm non thì không phải là nghề gì ghê gớm, ai cũng làm được.",Occupation Bias,ai cũng làm được,giáo viên mầm non,high,Giáo viên mầm non có vai trò quan trọng trong phát triển trẻ em và cần đào tạo chuyên nghiệp.,4
Thầy giáo dạy thể dục thì không cần giỏi như các môn khác.,Occupation Bias,không cần giỏi,giáo viên thể dục,medium,"Giáo viên thể dục cần kiến thức chuyên môn về thể thao, sức khỏe và kỹ năng sư phạm.",4
"Giáo viên dạy nghề thì không bằng giáo viên đại học, kém hơn nhiều.",Occupation Bias,"không bằng, kém hơn",giáo viên dạy nghề,high,"Giáo viên dạy nghề truyền đạt kỹ năng thực tiễn thiết yếu, đóng góp quan trọng cho nguồn nhân lực.",4
Gia sư thì cũng không phải là giáo viên thật sự.,Occupation Bias,không phải giáo viên thật sự,gia sư,medium,Gia sư cung cấp hỗ trợ học tập cá nhân hóa có giá trị cao và nhiều gia sư có trình độ chuyên môn xuất sắc.,4
Người dạy học ở trung tâm tiếng Anh thì không có chuyên môn cao.,Occupation Bias,không có chuyên môn cao,giáo viên trung tâm,medium,Giáo viên trung tâm tiếng Anh thường có bằng cấp chuyên ngữ và kinh nghiệm giảng dạy thực tế.,4
Giáo viên trường làng thì không bằng thầy cô trường thành phố.,Occupation Bias,không bằng,giáo viên nông thôn,high,Giáo viên nông thôn cống hiến trong điều kiện khó khăn hơn và thường có lòng nhiệt huyết cao.,4
"Nghề diễn viên là nổi tiếng thì giỏi, còn mấy đứa quèn thì ăn bám.",Occupation Bias,ăn bám,diễn viên,high,Mọi nghệ sĩ dù ở mức độ nổi tiếng nào cũng đang lao động và cống hiến cho nghệ thuật.,4
"Học ngành y mới ra hồn người, còn nghệ thuật thì làm gì sống.",Occupation Bias,làm gì sống,nghệ sĩ / người làm nghệ thuật,high,Ngành nghệ thuật đóng vai trò quan trọng trong xã hội và người làm nghệ thuật hoàn toàn có thể sống tốt.,4
Nghề diễn viên hài thì không phải là nghề thực sự.,Occupation Bias,không phải nghề thực sự,diễn viên hài,medium,Diễn viên hài chuyên nghiệp đóng góp cho văn hóa giải trí và cần kỹ năng nghệ thuật thực sự.,4
Người làm nghề chụp ảnh thì cũng chỉ là thú vui tay trái.,Occupation Bias,chỉ là thú vui tay trái,nhiếp ảnh gia,medium,"Nhiếp ảnh là nghề đòi hỏi kỹ năng nghệ thuật và kỹ thuật chuyên sâu, là sự nghiệp chính đàng hoàng.",4
"Blogger, youtuber thì cũng không phải nghề thật sự gì đó.",Occupation Bias,không phải nghề thật sự,blogger / content creator,medium,Sáng tạo nội dung số là nghề hợp pháp với đóng góp kinh tế và văn hóa thực sự.,4
Làm MC đám cưới thì cũng không đáng coi là nghề chính.,Occupation Bias,không đáng coi là nghề chính,MC sự kiện,medium,MC là nghề chuyên nghiệp đòi hỏi kỹ năng giao tiếp và ứng xử chuyên nghiệp.,4
Ca sĩ hát đám ma thì nghề gì mà chọn.,Occupation Bias,nghề gì mà chọn,ca sĩ đám tang,high,Ca sĩ đám tang cung cấp dịch vụ văn hóa quan trọng trong nghi lễ tang ma của người Việt.,4
Nhạc công chơi nhạc đám cưới thì không phải nhạc sĩ thật sự.,Occupation Bias,không phải nhạc sĩ thật sự,nhạc công,medium,Nhạc công đám cưới có kỹ năng âm nhạc thực sự và đóng góp cho văn hóa lễ hội.,4
