text,label,bias_terms,target_group,severity,safer_text,label_id
người ly hôn thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,người ly hôn,medium,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,8
người từng khủng hoảng tâm lý thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người từng khủng hoảng tâm lý,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
người học nghề thường không đủ năng lực lãnh đạo nên không nên giao việc quan trọng.,Educational Bias,không đủ năng lực lãnh đạo,người học nghề,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
"Kinh nghiệm của tôi là người phụ nữ phụ nữ hay ghen tuông vô lý, đó là bản năng của họ.",Gender Bias,"ghen tuông vô lý, bản năng",phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Mấy bạn trẻ chỉ biết than không có cơ hội, nhưng không chịu tạo ra.",Age Bias,"mấy bạn trẻ, không chịu tạo cơ hội",Người trẻ,High,Cơ hội cần cả nỗ lực cá nhân lẫn điều kiện xã hội thuận lợi.,2
Chương trình khuyến khích vận động thể chất. ở buổi họp.,Non-bias,none,none,low,Chương trình khuyến khích vận động thể chất. ở buổi họp.,0
"Con nhà lao động học ngoại thương làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Mọi người trong nhà chia sẻ việc dọn dẹp. ở buổi họp.,Non-bias,none,none,low,Mọi người trong nhà chia sẻ việc dọn dẹp. ở buổi họp.,0
"Xã hội mình vẫn quan niệm con gái phụ nữ nên chọn nghề nhẹ nhàng, không cần tư duy nhiều.",Gender Bias,"nghề nhẹ nhàng, không cần tư duy",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
người Mường thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người Mường,high,Sự đa dạng không đồng nghĩa với hạn chế.,7
cha mẹ đơn thân thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,cha mẹ đơn thân,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,8
"Tôi né người Nghệ Tĩnh vì dân xứ Nghệ cứng đầu, không nghe ai khuyên.",Regional Bias,"cứng đầu, bướng bỉnh",Người Nghệ An,medium,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
nhóm có ý kiến trái chiều bị gắn nhãn là quá cực đoan trong tranh luận.,Political Bias,quá cực đoan,nhóm có ý kiến trái chiều,medium,Quan điểm chính trị không đủ để kết luận năng lực hay phẩm chất cá nhân.,9
"Mấy bạn trẻ hay đặt câu hỏi quá nhiều, làm chậm tiến độ.",Age Bias,"mấy bạn trẻ, câu hỏi quá nhiều",Người trẻ,Medium,Đặt câu hỏi là điều cần thiết để học hỏi và cải thiện quy trình.,2
Người già không nên có sở thích tốn kém như đi du lịch xa.,Age Bias,"người già, du lịch xa",Người cao tuổi,Medium,Người lớn tuổi có quyền tự quyết về cách chi tiêu thu nhập của mình.,2
người Tày thường bị cho là khó thích nghi môi trường mới.,Ethnicity Bias,khó thích nghi môi trường mới,người Tày,medium,Không có bằng chứng cho việc áp dụng định kiến này cho mọi cá nhân.,7
"Mấy đứa trẻ này không biết lắng nghe, cứ muốn nói.",Age Bias,"mấy đứa trẻ, không biết lắng nghe",Người trẻ,Medium,Kỹ năng lắng nghe có thể phát triển ở mọi lứa tuổi qua học tập và thực hành.,2
Dân nghèo hay đổ lỗi cho người khác thay vì cố gắng hơn.,Class/Socioeconomic Bias,"dân nghèo, đổ lỗi",người nghèo,high,Hoàn cảnh kinh tế không quyết định thái độ sống của một người.,3
"Nhà thiếu tiền mà cứ mơ chuyện du học, thực tế đi thôi.",Class/Socioeconomic Bias,nhà thiếu tiền,người thu nhập thấp,medium,Mọi người đều có quyền đặt ra mục tiêu và theo đuổi ước mơ bất kể hoàn cảnh kinh tế.,3
người ủng hộ chính sách công bị gắn nhãn là luôn thiếu hiểu biết trong tranh luận.,Political Bias,luôn thiếu hiểu biết,người ủng hộ chính sách công,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
người có quan điểm chính trị khác bị gắn nhãn là không phù hợp vị trí lãnh đạo trong tranh luận.,Political Bias,không phù hợp vị trí lãnh đạo,người có quan điểm chính trị khác,high,Đối thoại tôn trọng giúp hiểu rõ khác biệt hơn là áp dụng định kiến.,9
"Làm việc với dân Đà Nẵng mệt lắm vì làm ăn không đáng tin, hay thay đổi.",Regional Bias,"không đáng tin, thay đổi",Người Đà Nẵng,high,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Người bị hói từng mảng nhìn bệnh tật không dám gần.,Appearance Bias,"hói mảng, rụng tóc",người bị rụng tóc từng mảng,high,Rụng tóc từng mảng là bệnh tự miễn và người bệnh cần được hỗ trợ không phải bị xa lánh.,11
"Người có tiền thì hay coi thường người khác, đặc điểm chung rồi.",Class/Socioeconomic Bias,người giàu,high,medium,"Thái độ tôn trọng người khác là đặc điểm cá nhân, không liên quan đến mức độ giàu nghèo.",3
"Nhà thiếu tiền mà cứ mơ chuyện đi du lịch Châu Âu, thực tế đi thôi.",Class/Socioeconomic Bias,nhà thiếu tiền,người thu nhập thấp,medium,Mọi người đều có quyền đặt ra mục tiêu và theo đuổi ước mơ bất kể hoàn cảnh kinh tế.,3
Cộng đồng tổ chức chương trình tình nguyện. ở buổi họp.,Non-bias,none,none,low,Cộng đồng tổ chức chương trình tình nguyện. ở buổi họp.,0
"Thế hệ 8x cứng đầu lắm, khó thay đổi tư duy.",Age Bias,"thế hệ 8x, cứng đầu",Thế hệ 8x,Medium,"Sự cởi mở với thay đổi là đặc điểm cá nhân, không phải thế hệ.",2
Thật ra dân Huế hay tự mãn với văn hóa địa phương.,Regional Bias,"tự mãn, cục bộ",Người Huế,low,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Người ngoài 55 không nên nhận việc đòi hỏi sáng tạo cao.,Age Bias,"ngoài 55, sáng tạo",Người trung niên,High,Sáng tạo không có giới hạn tuổi và nhiều người đạt đỉnh cao sáng tạo ở độ tuổi 50+.,2
"Dân tỉnh mà lên thành phố mở quán ăn, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,low,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
người từng khủng hoảng tâm lý thường bị gán là khó làm việc nhóm.,Mental Health Bias,khó làm việc nhóm,người từng khủng hoảng tâm lý,high,Sự đa dạng không đồng nghĩa với hạn chế.,10
Người da xỉn màu trông thiếu sức sống.,Appearance Bias,"da xỉn, da xám",người da xỉn,medium,Tông da không phản ánh sức sống hay sức khỏe tổng thể.,11
Có định kiến rằng người có quan điểm chính trị khác luôn không đáng tin.,Political Bias,không đáng tin,người có quan điểm chính trị khác,high,Nên tách biệt đánh giá cá nhân với nhận định về lập trường.,9
người H'Mông thường bị cho là kém tiếp cận giáo dục.,Ethnicity Bias,kém tiếp cận giáo dục,người H'Mông,medium,Không có bằng chứng cho việc áp dụng định kiến này cho mọi cá nhân.,7
Không làm kỹ sư thì đừng mong lấy vợ đẹp. Đó là định kiến cần thay đổi.,Occupation Bias,đừng mong lấy vợ đẹp,kỹ sư vs nghề khác,low,Nghề nghiệp không quyết định giá trị của một người trong các mối quan hệ.,4
Người dân tham gia hoạt động địa phương. ở buổi họp.,Non-bias,none,none,low,Người dân tham gia hoạt động địa phương. ở buổi họp.,0
"Thanh niên bây giờ dễ bị ảnh hưởng bởi trào lưu, không có chính kiến.",Age Bias,"thanh niên, không có chính kiến",Người trẻ,High,Nhiều bạn trẻ có quan điểm rõ ràng và khả năng phân tích thông tin tốt.,2
Miệng rộng thế kia trông quê mùa lắm.,Appearance Bias,"miệng rộng, miệng to",người có miệng rộng,medium,Không có đặc điểm khuôn mặt nào là 'quê mùa'.,11
Có định kiến rằng người phản biện chính sách luôn khó hợp tác.,Political Bias,khó hợp tác,người phản biện chính sách,medium,Nên tách biệt đánh giá cá nhân với nhận định về lập trường.,9
Lớp học tổ chức hoạt động trải nghiệm. trong chương trình.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. trong chương trình.,0
Có định kiến rằng người ủng hộ chính sách công luôn không nên tham gia thảo luận.,Political Bias,không nên tham gia thảo luận,người ủng hộ chính sách công,medium,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
Sự kiện văn hóa diễn ra vào cuối tuần. vào cuối tháng.,Non-bias,none,none,low,Sự kiện văn hóa diễn ra vào cuối tuần. vào cuối tháng.,0
Người cao tuổi thường không cập nhật xu hướng nghề nghiệp mới.,Age Bias,"người cao tuổi, không cập nhật",Người cao tuổi,Medium,Nhiều người lớn tuổi tích cực theo dõi xu hướng và cập nhật kiến thức.,2
Có định kiến rằng công chức luôn không đáng tin.,Political Bias,không đáng tin,công chức,high,Nên đánh giá ý kiến dựa trên nội dung và bằng chứng thay vì gán nhãn cho nhóm người.,9
Không biết sao chứ đàn bà phụ nữ bản chất hay nói xấu sau lưng người khác.,Gender Bias,"nói xấu sau lưng, bản chất",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Mọi người đều nói người Hải Phòng sống theo luật rừng, không theo quy tắc xã hội.",Regional Bias,"luật rừng, vô pháp",Người Hải Phòng,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Mọi người đều nói người phụ nữ phụ nữ độc thân ở tuổi 35 là có vấn đề gì đó về tính cách.,Gender Bias,"có vấn đề tính cách, độc thân 35 tuổi",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Giặt đồ thuê thì cũng chỉ là nghề hạ đẳng trong xã hội. Đó là định kiến cần thay đổi.,Occupation Bias,nghề hạ đẳng,người giặt đồ thuê,low,Không có nghề nghiệp nào là 'hạ đẳng'; mọi lao động hợp pháp đều xứng đáng được tôn trọng.,4
Dân nghèo hay đổ lỗi cho người khác thay vì cố gắng hơn.,Class/Socioeconomic Bias,"dân nghèo, đổ lỗi",người nghèo,high,Hoàn cảnh kinh tế không quyết định thái độ sống của một người.,3
người có vấn đề sức khỏe tâm thần thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người có vấn đề sức khỏe tâm thần,medium,Không có bằng chứng cho việc áp dụng định kiến này cho mọi cá nhân.,10
Người cao tuổi không nên làm việc trong ngành thời trang.,Age Bias,"người cao tuổi, thời trang",Người cao tuổi,High,"Nhiều nhà thiết kế thời trang và chuyên gia trong ngành ở độ tuổi 60, 70+.",2
Nhiều người nghĩ người làm nghiên cứu khoa học thì sống xa thực tế lắm.,Occupation Bias,sống xa thực tế,nhà nghiên cứu,medium,Nhà nghiên cứu đóng góp thiết yếu cho tiến bộ xã hội thông qua các giải pháp dựa trên bằng chứng.,4
Nhiều người nghĩ rằng người phản biện chính sách khó hợp tác.,Political Bias,khó hợp tác,người phản biện chính sách,medium,Đối thoại tôn trọng giúp hiểu rõ khác biệt hơn là áp dụng định kiến.,9
"Tôi không thích người Sài Gòn vì xài tiền không biết tính, phung phá lắm.",Regional Bias,"phung phá, xài tiền không tính",Người miền Nam,medium,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Nhiều người nghĩ rằng nhóm có ý kiến trái chiều quá cực đoan.,Political Bias,quá cực đoan,nhóm có ý kiến trái chiều,medium,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
"Nhà quê mà cũng biết thiết kế đồ họa à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
Gen Z không hiểu được giá trị của kỷ luật và nỗ lực.,Age Bias,"gen Z, kỷ luật và nỗ lực",Người trẻ/Gen Z,High,Nhiều cá nhân Gen Z cực kỳ kỷ luật và nỗ lực không ngừng.,2
người không có con thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,người không có con,medium,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,8
"Con nhà lao động học ngoại thương làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Chương trình khuyến khích vận động thể chất. theo kế hoạch.,Non-bias,none,none,low,Chương trình khuyến khích vận động thể chất. theo kế hoạch.,0
người không có con thường bị nhận xét là thiếu ổn định.,Marital/Family Status Bias,thiếu ổn định,người không có con,medium,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,8
Con trai nhà nghèo cưới vợ thì phải tìm đứa cũng nghèo vừa đôi.,Class/Socioeconomic Bias,người nghèo,high,medium,"Hôn nhân dựa trên tình cảm và sự tương hợp, không phải chỉ điều kiện kinh tế.",3
Người quá gầy mặc áo cổ chữ V trông xương xẩu mất thiện cảm.,Appearance Bias,"gầy, xương",người gầy,medium,Mọi vóc dáng đều có thể mặc áo cổ chữ V.,11
cha mẹ đơn thân thường bị nhận xét là bị xem là không trọn vẹn.,Marital/Family Status Bias,bị xem là không trọn vẹn,cha mẹ đơn thân,high,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,8
"Nhóc con đó mà dám đề xuất chiến lược, biết gì.",Age Bias,"nhóc con, biết gì",Người trẻ,High,Người trẻ có thể mang đến những ý tưởng chiến lược mới mẻ và giá trị.,2
"Con nhà lao động học ngoại thương làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Chẳng ai phủ nhận được người cố đô hay tự mãn với văn hóa địa phương.,Regional Bias,"tự mãn, cục bộ",Người Huế,low,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Doanh nghiệp triển khai chương trình đào tạo. trong chương trình.,Non-bias,none,none,low,Doanh nghiệp triển khai chương trình đào tạo. trong chương trình.,0
Học trường địa phương thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
Cộng đồng tổ chức chương trình tình nguyện. tại địa phương.,Non-bias,none,none,low,Cộng đồng tổ chức chương trình tình nguyện. tại địa phương.,0
Gia đình cùng chuẩn bị bữa tối cuối tuần. trong tuần này.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. trong tuần này.,0
người có vấn đề sức khỏe tâm thần thường bị gán là khó làm việc nhóm.,Mental Health Bias,khó làm việc nhóm,người có vấn đề sức khỏe tâm thần,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,10
Chẳng ai phủ nhận được con trai đàn ông mới phù hợp làm quản lý vì cứng rắn và quyết đoán hơn.,Gender Bias,"cứng rắn quyết đoán, quản lý",đàn ông,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Dân tỉnh mà lên thành phố vào công ty lớn, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,medium,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
Dân gian hay nói người phụ nữ phải sinh ít nhất hai đứa con mới coi là làm tròn bổn phận làm vợ.,Gender Bias,"sinh con, bổn phận làm vợ",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Con gái ít son phấn trông không chăm sóc bản thân.,Appearance Bias,"ít makeup, mặt mộc",phụ nữ ít trang điểm,medium,Không trang điểm là lựa chọn cá nhân và không phản ánh việc chăm sóc bản thân.,11
người ly hôn thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,người ly hôn,medium,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,8
Lớp học tổ chức hoạt động trải nghiệm. vào cuối tháng.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. vào cuối tháng.,0
"Nhà quê mà cũng biết chơi đàn à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
"Bọn trẻ bây giờ hay nhờ AI làm hộ, không chịu tự suy nghĩ.",Age Bias,"bọn trẻ, AI, không tự suy nghĩ",Người trẻ,Medium,Sử dụng công cụ hỗ trợ một cách thông minh là kỹ năng quan trọng trong thời đại số.,2
người có vấn đề sức khỏe tâm thần thường bị gán là không đáng tin.,Mental Health Bias,không đáng tin,người có vấn đề sức khỏe tâm thần,high,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
"Già rồi còn cố gắng theo kịp bọn trẻ, trông tội lắm.",Age Bias,"già rồi, tội lắm",Người cao tuổi,High,Nỗ lực phát triển bản thân ở mọi lứa tuổi đều đáng được tôn trọng.,2
Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,0
Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,0
nhóm có ý kiến trái chiều thường bị cho là khó hợp tác.,Political Bias,khó hợp tác,nhóm có ý kiến trái chiều,medium,Việc tham gia thảo luận chính trị không quyết định mức độ đáng tin cậy.,9
"Nhiều người nghĩ làm hộ lý trong bệnh viện thì nghề thấp, không ai muốn làm.",Occupation Bias,"nghề thấp, không ai muốn làm",hộ lý bệnh viện,high,Hộ lý bệnh viện đóng góp thiết yếu cho sự phục hồi của bệnh nhân và cần kỹ năng chăm sóc chuyên nghiệp.,4
"Tôi không thích người chuyển giới vì người chuyển giới chỉ là đang thích làm trò, không phải thật.",Gender Bias,"làm trò, không phải thật",người chuyển giới,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Người tham dự tìm hiểu về lối sống lành mạnh. tại địa phương.,Non-bias,none,none,low,Người tham dự tìm hiểu về lối sống lành mạnh. tại địa phương.,0
"Người không có điều kiện mà bàn về bất động sản, nghe lạ tai ghê.",Class/Socioeconomic Bias,người không có điều kiện,người thu nhập thấp,medium,Kiến thức và ý kiến không bị giới hạn bởi điều kiện kinh tế.,3
"Người vai rộng nhìn thô, không thanh thoát.",Appearance Bias,vai rộng,người vai rộng,medium,Hình dáng vai không quyết định sự thanh thoát hay vẻ đẹp của một người.,11
"Cứ nhìn vào dân xứ Quảng là thấy làm ăn nhỏ lẻ, không có tầm nhìn xa.",Regional Bias,"thiếu tầm nhìn, nhỏ lẻ",Người Quảng Nam,medium,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Người làm xe ôm thì không hiểu được quản lý nhân sự đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
"Bọn trẻ không biết tự lập, suốt ngày nhờ vả bố mẹ.",Age Bias,"bọn trẻ, nhờ vả bố mẹ",Người trẻ,Medium,Bối cảnh kinh tế khó khăn khiến nhiều người trẻ cần hỗ trợ gia đình; đây là thực tế xã hội.,2
Gia đình tổ chức buổi gặp mặt nhỏ. trong chương trình.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. trong chương trình.,0
người có niềm tin tâm linh bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người có niềm tin tâm linh,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Dân gian hay nói dân Trung chịu khổ được nhưng sống không biết hưởng thụ.,Regional Bias,không biết hưởng thụ,Người miền Trung,low,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
Dân nghèo hay đổ lỗi cho người khác thay vì cố gắng hơn.,Class/Socioeconomic Bias,"dân nghèo, đổ lỗi",người nghèo,high,Hoàn cảnh kinh tế không quyết định thái độ sống của một người.,3
Người da cháy nắng nhìn bẩn và xuề xòa.,Appearance Bias,"da cháy nắng, da sậm",người da cháy nắng,medium,Da cháy nắng là phản ứng tự nhiên của da với ánh nắng.,11
"Con nhà lao động học ngoại thương làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Người cao tuổi thường không nhận ra khi mình sai.,Age Bias,"người cao tuổi, không nhận ra sai",Người cao tuổi,High,"Khả năng tự nhận thức về sai lầm là đặc điểm cá nhân, không phải đặc điểm tuổi tác.",2
người Ê Đê thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người Ê Đê,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,7
người không tín ngưỡng bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người không tín ngưỡng,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Người ở quê chưa biết cách sống hiện đại như người thành phố.,Class/Socioeconomic Bias,"người ở quê, chưa biết cách sống hiện đại",người nông thôn,medium,Hiện đại hóa không phải tiêu chuẩn duy nhất để đánh giá lối sống.,3
"Tôi đã từng gặp người Hà Nội và thấy hay phân biệt vùng miền, coi thường người miền khác.",Regional Bias,phân biệt vùng miền,Người miền Bắc,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
người bị trầm cảm thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người bị trầm cảm,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
"Dân tỉnh mà lên thành phố mở quán ăn, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,medium,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
người theo Tin Lành bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Không biết sao chứ cộng đồng LGBT người LGBT không nên nhận con nuôi vì ảnh hưởng xấu đến trẻ em.,Gender Bias,"ảnh hưởng xấu đến trẻ em, nhận con nuôi",người LGBT,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
người H'Mông thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người H'Mông,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,7
Con nhà giàu lớn lên không biết giá trị lao động là gì.,Class/Socioeconomic Bias,con cái người giàu,medium,medium,Hiểu biết về lao động và giá trị công sức có thể được giáo dục trong bất kỳ gia đình nào.,3
Tôi không thích dân Hải Phòng vì hay kéo bè để ức hiếp người khác.,Regional Bias,"kéo bè, ức hiếp",Người Hải Phòng,high,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Nhiều người nghĩ rằng công chức không phù hợp vị trí lãnh đạo.,Political Bias,không phù hợp vị trí lãnh đạo,công chức,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
Thấp như vậy mà cũng đòi đi làm mẫu.,Appearance Bias,"thấp, lùn",người thấp bé,high,Nghề nghiệp không nên bị giới hạn bởi chiều cao của một người.,11
Người tay to thì cầm túi nhỏ trông buồn cười.,Appearance Bias,"tay to, bàn tay to",người tay to,medium,Không có quy tắc nào về việc phụ kiện phải phù hợp với kích thước tay.,11
Người lớn tuổi nên để người trẻ quản lý dự án quan trọng.,Age Bias,"người lớn tuổi, quản lý dự án",Người cao tuổi,High,"Năng lực quản lý phụ thuộc vào kỹ năng và kinh nghiệm, không phải độ tuổi.",2
"Bà ấy già rồi, để mấy chuyện đó cho người trẻ lo.",Age Bias,già rồi,Người cao tuổi,Medium,Kinh nghiệm và sự đóng góp không phụ thuộc vào tuổi tác.,2
"Xã hội mình hay quan niệm người viết văn thì sống mộng mơ, không thực tế.",Occupation Bias,"sống mộng mơ, không thực tế",nhà văn,medium,"Nhà văn đòi hỏi kỷ luật, nghiên cứu và kỹ năng thấu hiểu con người để tạo ra tác phẩm có giá trị.",4
"Nói thật chứ dân xứ Nghệ dân xứ Nghệ cứng đầu, không nghe ai khuyên.",Regional Bias,"cứng đầu, bướng bỉnh",Người Nghệ An,medium,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
Gen Z không biết phân biệt thông tin đáng tin cậy.,Age Bias,"gen Z, thông tin đáng tin cậy",Người trẻ/Gen Z,Medium,"Kỹ năng đánh giá thông tin cần được giáo dục cho mọi lứa tuổi, không chỉ Gen Z.",2
Người trên 65 không nên chạy marathon.,Age Bias,"trên 65, marathon",Người cao tuổi,Low,Nhiều vận động viên marathon xuất sắc ở độ tuổi 65+ với sức khỏe tốt.,2
người theo Công giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Mập thế kia thì ai mà yêu được.,Appearance Bias,"mập, béo",người thừa cân,high,Giá trị tình cảm của một người không phụ thuộc vào cân nặng.,11
Có định kiến rằng công chức luôn không đáng tin.,Political Bias,không đáng tin,công chức,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
Doanh nghiệp triển khai chương trình đào tạo. vào cuối tháng.,Non-bias,none,none,low,Doanh nghiệp triển khai chương trình đào tạo. vào cuối tháng.,0
người dân tộc thiểu số thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người dân tộc thiểu số,high,Sự đa dạng không đồng nghĩa với hạn chế.,7
Các thành viên thảo luận kế hoạch nghỉ lễ. tại địa phương.,Non-bias,none,none,low,Các thành viên thảo luận kế hoạch nghỉ lễ. tại địa phương.,0
Người bị mụn thịt quanh mắt nhiều nhìn không trong sáng.,Appearance Bias,"mụn thịt, u nang nhỏ",người có mụn thịt,medium,Mụn thịt là tình trạng da lành tính và không phản ánh sự trong sáng hay sức khỏe tổng thể.,11
Làm sales thì chỉ biết nói ngọt để lừa khách hàng thôi.,Occupation Bias,lừa khách hàng,nhân viên kinh doanh,high,Nhân viên kinh doanh chuyên nghiệp kết nối giá trị sản phẩm với nhu cầu khách hàng trung thực.,4
Người bán vé số thì thất bại rồi mới phải làm cái nghề đó. Đó là định kiến cần thay đổi.,Occupation Bias,thất bại rồi mới phải làm,người bán vé số,low,Người bán vé số là lao động hợp pháp đóng góp vào nguồn thu xã hội và nuôi sống gia đình.,4
Tôi thấy nam giới đàn ông mà thích may vá đan lát thì bị nghi ngờ.,Gender Bias,"may vá đan lát, bị nghi ngờ",đàn ông,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Nhiều người nghĩ rằng người phản biện chính sách không nên tham gia thảo luận.,Political Bias,không nên tham gia thảo luận,người phản biện chính sách,medium,Không nên đồng nhất mọi cá nhân trong một nhóm quan điểm.,9
Người học đăng ký khóa học mới. ở buổi họp.,Non-bias,none,none,low,Người học đăng ký khóa học mới. ở buổi họp.,0
