text,label
"Giọng Hà Nội mới là chuẩn mực, còn các giọng khác đều là lệch chuẩn.",regional_bias
Ứng dụng quản lý sức khỏe cá nhân mới tích hợp trí tuệ nhân tạo vừa ra mắt.,neutral
Người có răng xấu thường gây ấn tượng xấu và không đáng tin cậy.,appearance_derogation
Cuộc khảo sát cho thấy 70% người dùng hài lòng với dịch vụ chăm sóc khách hàng.,neutral
Nhân viên vệ sinh không xứng đáng được ngồi cùng bàn ăn với lãnh đạo.,socioeconomic_occupation_bias
Cuộc triển lãm nghệ thuật sẽ trưng bày tác phẩm của 50 họa sĩ từ khắp cả nước.,neutral
Người làm nghề đánh cá không có tư duy tiến bộ về bảo vệ môi trường biển.,socioeconomic_occupation_bias
Con gái học ngành xây dựng thì sau ra trường cũng không ai thuê đâu.,gender_stereotype
Hội thảo khoa học quốc tế về biến đổi khí hậu sẽ diễn ra tại Hà Nội vào tháng 6.,neutral
Người Hà Nội gốc mới xứng đáng được gọi là người Hà Nội văn minh.,regional_bias
Người buôn bán nhỏ lẻ không cần phải biết về kỹ năng marketing hay thương hiệu.,socioeconomic_occupation_bias
Đàn ông không cao từ 1m7 trở lên thì khó lấy được vợ đẹp.,appearance_derogation
Phụ nữ mà nói chuyện thẳng thắn và mạnh mẽ thì bị coi là thiếu nữ tính.,gender_stereotype
Dân Vũng Tàu chỉ biết hưởng thụ vì sống gần biển không cần cố gắng nhiều.,regional_bias
Đàn ông mua sắm quần áo nhiều thì bị coi là không có bản lĩnh đàn ông.,gender_stereotype
Chương trình học bổng Chính phủ cho sinh viên đi học nước ngoài mở đơn đăng ký.,neutral
Người miền Nam không trân trọng văn hóa truyền thống như người miền Bắc.,regional_bias
Người miền núi phía Bắc thường chậm chạp và không theo kịp nhịp sống hiện đại.,regional_bias
Công nhân nhà máy không có đủ năng lực để hiểu các điều khoản hợp đồng lao động.,socioeconomic_occupation_bias
Thợ sơn nhà không cần biết về màu sắc hay thẩm mỹ không gian sống.,socioeconomic_occupation_bias
Gia đình sống trong ngõ hẻm chật hẹp thường có lối sống thiếu văn minh.,socioeconomic_occupation_bias
Nhà máy điện mặt trời mới đã đi vào hoạt động và cung cấp điện cho 5.000 hộ dân.,neutral
Dân vùng cao không thể quản lý doanh nghiệp vì thiếu kinh nghiệm thương mại.,regional_bias
Người Hải Dương thường hay ganh ghét và đố kỵ với người thành công.,regional_bias
Thợ cắt tóc không xứng đáng nhận mức lương bằng nhân viên văn phòng.,socioeconomic_occupation_bias
