text,label,bias_terms,target_group,severity,safer_text,label_id
Ông bà tôi hay nói làm thợ điêu khắc thì không sống được bằng nghề đó.,Occupation Bias,không sống được bằng nghề đó,thợ điêu khắc,medium,Nhiều nhà điêu khắc xây dựng sự nghiệp thành công qua nghệ thuật công cộng và thương mại.,4
"Xã hội mình hay quan niệm người làm cốt thép thì làm việc tay chân, không phát triển được.",Occupation Bias,không phát triển được,thợ cốt thép,medium,"Thợ cốt thép có thể phát triển thành giám sát thi công, kỹ thuật viên và quản lý dự án.",4
"Tôi đã từng gặp đàn ông và thấy đàn ông thất nghiệp bị gia đình vợ coi thường, khó sống được.",Gender Bias,thất nghiệp bị coi thường,đàn ông,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Người làm xe ôm thì không hiểu được đầu tư dài hạn đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
người Mường thường bị cho là ít cơ hội phát triển.,Ethnicity Bias,ít cơ hội phát triển,người Mường,low,Sự đa dạng không đồng nghĩa với hạn chế.,7
Người bị nứt gót chân nhìn không được chăm sóc bản thân.,Appearance Bias,gót chân nứt nẻ,người nứt gót chân,medium,Nứt gót chân có thể do nhiều nguyên nhân và không phản ánh việc chăm sóc bản thân.,11
Có định kiến rằng người quan tâm chính trị luôn chỉ nói theo đám đông.,Political Bias,chỉ nói theo đám đông,người quan tâm chính trị,low,Tránh suy diễn tính cách từ lập trường hoặc mức độ quan tâm chính trị.,9
Người nước ngoài da trắng trông thông minh hơn.,Appearance Bias,"da trắng, người nước ngoài",người nước ngoài da trắng,high,Trí tuệ không liên quan đến màu da hay quốc tịch.,11
Dân gian hay nói dân Bắc nói giọng Bắc nghe chảnh lắm.,Regional Bias,"giọng Bắc, chảnh",Người miền Bắc,low,"Hãy đánh giá mỗi người qua hành động và phẩm chất của họ, không phải quê quán.",12
Nói thật chứ phụ nữ phụ nữ thạo ngoại ngữ hơn đàn ông vì họ học vẹt nhiều hơn.,Gender Bias,"học vẹt, thạo ngoại ngữ",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Nói thật chứ dân Huế kiêu kỳ, hay tự hào về quá khứ lịch sử.",Regional Bias,"kiêu kỳ, tự hào quá mức",Người Huế,low,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Cứ nhìn vào người cố đô là thấy kiêu kỳ, hay tự hào về quá khứ lịch sử.",Regional Bias,"kiêu kỳ, tự hào quá mức",Người Huế,low,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
Không biết sao chứ đàn ông Việt Nam là trụ cột gia đình nên không được yếu đuối hay than vãn.,Gender Bias,"trụ cột, không được yếu đuối",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Bạn tôi kể dân Sài Gòn không trân trọng truyền thống văn hóa, thấy đúng thật.",Regional Bias,thiếu trân trọng truyền thống,Người Sài Gòn,medium,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Nhóm làm việc họp định kỳ. tại địa phương.,Non-bias,none,none,low,Nhóm làm việc họp định kỳ. tại địa phương.,0
Có định kiến rằng người phản biện chính sách luôn không đáng tin.,Political Bias,không đáng tin,người phản biện chính sách,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
"Họ thì ai cũng biết là đồng tính là do cha mẹ nuôi dạy sai, không phải bẩm sinh.",Gender Bias,"nuôi dạy sai, không phải bẩm sinh",người đồng tính,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Ông bà tôi hay nói con bé đó làm nail thì trình độ có cao hơn gì đâu.,Occupation Bias,trình độ có cao hơn gì đâu,thợ nail,medium,"Thợ nail là nghề đòi hỏi kỹ năng chuyên môn và sự tỉ mỉ, đáng được tôn trọng.",4
"Dân gian hay nói người Sài Gòn xưa lười biếng, ỷ lại.",Regional Bias,"lười biếng, ỷ lại",Người miền Nam,high,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Làm game thì có phải là nghề thật đâu, chơi suốt ngày. Đó là định kiến cần thay đổi.",Occupation Bias,chơi suốt ngày,lập trình viên game / game designer,medium,Phát triển game là ngành công nghiệp tỷ đô đòi hỏi kỹ năng kỹ thuật và sáng tạo cao.,4
cha mẹ đơn thân thường bị nhận xét là thiếu ổn định.,Marital/Family Status Bias,thiếu ổn định,cha mẹ đơn thân,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
"Thật ra con gái con gái học giỏi quá đàn ông sợ, khó lấy chồng lắm.",Gender Bias,"học giỏi quá, khó lấy chồng",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Nghe nói đàn bà không nên giao dự án quan trọng cho phụ nữ vì hay có chuyện gia đình.,Gender Bias,"chuyện gia đình, dự án quan trọng",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Lớp học tổ chức hoạt động trải nghiệm. trong chương trình.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. trong chương trình.,0
"Nói thật chứ người chuyển giới người chuyển giới chỉ là đang thích làm trò, không phải thật.",Gender Bias,"làm trò, không phải thật",người chuyển giới,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Nghe nói thợ hàn thì trình độ thấp, không xứng ngồi cùng kỹ sư.",Occupation Bias,"trình độ thấp, không xứng",thợ hàn,high,Thợ hàn có kỹ năng kỹ thuật chuyên biệt và đóng góp thiết yếu trong ngành sản xuất.,4
"Câu chuyện hay gặp là phụ nữ Việt Nam phụ nữ hay mua sắm không cần thiết, quản lý tài chính kém.",Gender Bias,"mua sắm không cần thiết, quản lý kém",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Người ta vẫn hay nói dân Hải Phòng thô lỗ, không biết cư xử với người lớn tuổi.",Regional Bias,"thô lỗ, thiếu lễ phép",Người Hải Phòng,medium,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
Xã hội mình hay quan niệm làm copywriter thì cũng chỉ viết quảng cáo lòe bịp người mua.,Occupation Bias,lòe bịp người mua,copywriter,high,Copywriter chuyên nghiệp truyền đạt giá trị sản phẩm trung thực để kết nối với người tiêu dùng phù hợp.,4
"Nghe nói vào được công chức nhà nước mới là ổn định, còn lại đều bấp bênh.",Occupation Bias,còn lại đều bấp bênh,công chức nhà nước vs khu vực tư,low,Nhiều nghề ngoài khu vực nhà nước cũng mang lại sự ổn định và phát triển tốt.,4
"Tôi đã từng gặp người Hà Nội và thấy hay phân biệt vùng miền, coi thường người miền khác.",Regional Bias,phân biệt vùng miền,Người miền Bắc,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Ông bà tôi hay nói nhân viên ngân hàng thì cũng chỉ là người thu tiền thôi.,Occupation Bias,chỉ là người thu tiền,nhân viên ngân hàng,medium,Nhân viên ngân hàng cần kiến thức tài chính chuyên sâu và kỹ năng quản lý rủi ro.,4
Nhà báo thì cũng chỉ chạy theo tin giật gân để câu view.,Occupation Bias,chạy theo tin giật gân để câu view,nhà báo,medium,"Nhà báo chuyên nghiệp có trách nhiệm cung cấp thông tin chính xác, khách quan phục vụ công chúng.",4
Không biết sao chứ phụ nữ Việt Nam không biết chiều chồng thì giữ chồng kiểu gì.,Gender Bias,"chiều chồng, giữ chồng",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Người mặt bầu trông ngây ngô không sắc sảo.,Appearance Bias,"mặt bầu, mặt tròn",người mặt tròn,medium,Hình dạng khuôn mặt không phản ánh sự sắc sảo hay thông minh.,11
"Dân gian hay nói dân Huế sống khép kín, ít cởi mở.",Regional Bias,"khép kín, ít cởi mở",Người Huế,low,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
"Làm thợ tiện thì cả đời cũng chỉ đứng máy, không đi đến đâu. Đó là định kiến cần thay đổi.",Occupation Bias,"cả đời chỉ đứng máy, không đi đến đâu",thợ tiện,medium,Thợ tiện CNC hiện đại có nhiều cơ hội phát triển kỹ năng và thăng tiến trong ngành cơ khí chính xác.,4
"Bạn tôi kể phụ nữ Việt Nam đàn ông giỏi công nghệ hơn phụ nữ, đó là sự thật khách quan, thấy đúng thật.",Gender Bias,"giỏi công nghệ hơn, sự thật khách quan",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Làm việc với dân Quảng mệt lắm vì nói một đằng làm một nẻo.,Regional Bias,"không thật lòng, hai mặt",Người Quảng Nam,high,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
"Cứ nhìn vào dân Trung là thấy ít giao tiếp, khép kín với người lạ.",Regional Bias,"khép kín, ít giao tiếp",Người miền Trung,low,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
Xã hội mình hay quan niệm con nít ở quê lớn lên thì chỉ ra thành phố làm công nhân thôi.,Occupation Bias,chỉ ra thành phố làm công nhân,thanh niên nông thôn / nông dân,medium,Mỗi người đều có tiềm năng phát triển và đạt thành tựu bất kể xuất phát điểm.,4
Nghe nói mấy đứa bán hàng rong thì biết gì mà nói chuyện.,Occupation Bias,biết gì mà nói chuyện,người bán hàng rong,high,Người bán hàng rong có kinh nghiệm kinh doanh thực tế và kỹ năng giao tiếp phong phú.,4
Phục vụ quán cà phê thì không học hành gì vẫn làm được.,Occupation Bias,không học hành gì vẫn làm được,nhân viên quán cà phê,medium,"Nhân viên quán cà phê cần kỹ năng pha chế, giao tiếp khách hàng và quản lý thời gian.",4
Người bị dị ứng môi sưng to trông hài hước.,Appearance Bias,"môi sưng, dị ứng",người bị dị ứng môi,high,Phản ứng dị ứng không nên là nguồn cười nhạo.,11
"Xã hội mình hay quan niệm người làm hàng xén thì nghề buôn thúng bán mẹt, không ra gì.",Occupation Bias,"buôn thúng bán mẹt, không ra gì",người bán hàng xén,medium,Tiểu thương cung cấp hàng hóa thiết yếu cho cộng đồng và là nền tảng của kinh tế địa phương.,4
Nghe nói làm thợ điêu khắc thì không sống được bằng nghề đó.,Occupation Bias,không sống được bằng nghề đó,thợ điêu khắc,medium,Nhiều nhà điêu khắc xây dựng sự nghiệp thành công qua nghệ thuật công cộng và thương mại.,4
Không ít người cho rằng người đàn ông đàn ông mà nhạy cảm quá thì không hợp làm chồng.,Gender Bias,"nhạy cảm quá, không hợp làm chồng",đàn ông,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Xã hội mình vẫn quan niệm người transgender người chuyển giới vào nhà vệ sinh là nguy hiểm cho người khác.,Gender Bias,"nguy hiểm, nhà vệ sinh",người chuyển giới,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
người bị trầm cảm thường bị gán là bị xem là yếu đuối.,Mental Health Bias,bị xem là yếu đuối,người bị trầm cảm,high,Không có bằng chứng cho việc áp dụng định kiến này cho mọi cá nhân.,10
Không biết sao chứ con gái phụ nữ thường xuyên nghỉ thai sản nên công ty ngại tuyển.,Gender Bias,"nghỉ thai sản, ngại tuyển",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Nhiều người nghĩ nghề chạy xe giao hàng không xứng với người học đại học.,Occupation Bias,không xứng với người học đại học,người giao hàng,high,"Mọi nghề lao động hợp pháp đều xứng đáng được tôn trọng, không phụ thuộc vào bằng cấp.",4
"Câu chuyện hay gặp là phụ nữ Việt Nam phải giữ dáng để chồng không chán, đó là trách nhiệm của vợ.",Gender Bias,"giữ dáng, chồng không chán",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Cứ nhìn vào người Đà Nẵng là thấy làm ăn không đáng tin, hay thay đổi.",Regional Bias,"không đáng tin, thay đổi",Người Đà Nẵng,high,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
Có định kiến rằng người hoạt động xã hội luôn không khách quan.,Political Bias,không khách quan,người hoạt động xã hội,medium,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
"Bạn tôi kể con gái con trai thất học vẫn có thể thành công, con gái thì khó hơn, thấy đúng thật.",Gender Bias,con trai thất học vẫn thành công,phụ nữ,medium,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Tôi không thích người miền Bắc vì rất ki bo, không bao giờ chịu chi tiền.",Regional Bias,"ki bo, tiết kiệm",Người miền Bắc,medium,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Nhóm làm việc họp định kỳ. trong chương trình.,Non-bias,none,none,low,Nhóm làm việc họp định kỳ. trong chương trình.,0
"Tôi không thích người chuyển giới vì người chuyển giới chỉ là đang thích làm trò, không phải thật.",Gender Bias,"làm trò, không phải thật",người chuyển giới,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Nhiều người nghĩ phụ nữ học xong rồi cũng về lo gia đình thôi, làm kỹ sư làm gì.",Occupation Bias,làm kỹ sư làm gì,phụ nữ làm kỹ sư,high,Phụ nữ có thể vừa phát triển sự nghiệp kỹ thuật vừa có cuộc sống gia đình hạnh phúc.,4
"Dân Đà Nẵng thì ai cũng biết là nói chuyện thô lỗ, thiếu tế nhị.",Regional Bias,"thô lỗ, thiếu tế nhị",Người Đà Nẵng,medium,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Xã hội mình hay quan niệm bảo mẫu trông trẻ thì ai cũng làm được, không cần đào tạo gì.",Occupation Bias,"ai cũng làm được, không cần đào tạo",bảo mẫu,high,"Bảo mẫu cần kiến thức về phát triển trẻ em, sơ cứu và kỹ năng chăm sóc chuyên nghiệp.",4
Xã hội mình hay quan niệm nghề thú y thì không bằng bác sĩ người thật.,Occupation Bias,không bằng bác sĩ người thật,bác sĩ thú y,medium,Bác sĩ thú y trải qua đào tạo y khoa nghiêm ngặt và có vai trò thiết yếu trong y tế công cộng.,4
Người hay chảy nước dãi khi ngủ trông không văn minh.,Appearance Bias,chảy dãi,người hay chảy dãi,medium,Chảy dãi khi ngủ là hiện tượng sinh lý bình thường.,11
"Xã hội mình vẫn quan niệm con gái phụ nữ hay ghen tuông vô lý, đó là bản năng của họ.",Gender Bias,"ghen tuông vô lý, bản năng",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Chẳng ai phủ nhận được người đồng tính hai người đồng tính nuôi con thì đứa trẻ sẽ bị ảnh hưởng xấu.,Gender Bias,đứa trẻ bị ảnh hưởng xấu,người đồng tính,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Làm việc với người đàn ông mệt lắm vì đàn ông mà đi chợ nấu cơm trông mất hình tượng lắm.,Gender Bias,"đi chợ nấu cơm, mất hình tượng",đàn ông,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Nghe nói thợ sơn thì chẳng cần học hành gì, cầm cọ lên là làm được.",Occupation Bias,chẳng cần học hành gì,thợ sơn,medium,"Thợ sơn cần kỹ năng chuyên môn về vật liệu, kỹ thuật phủ bề mặt và an toàn lao động.",4
Nghe nói người làm kỹ thuật đặc biệt trong mỏ thì thấp hơn kỹ sư mỏ.,Occupation Bias,thấp hơn kỹ sư mỏ,kỹ thuật viên mỏ,medium,Kỹ thuật viên mỏ có vai trò thiết yếu trong vận hành an toàn và đòi hỏi kỹ năng chuyên biệt cao.,4
"Kinh nghiệm của tôi là người miền Nam ăn chơi, không nghiêm túc trong công việc.",Regional Bias,"ăn chơi, thiếu nghiêm túc",Người miền Nam,high,"Hãy đánh giá mỗi người qua hành động và phẩm chất của họ, không phải quê quán.",12
"Tôi đã từng gặp người Hà Nội và thấy rất ki bo, không bao giờ chịu chi tiền.",Regional Bias,"ki bo, tiết kiệm",Người miền Bắc,medium,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
Dân miền Nam thì ai cũng biết là sống buông thả không lo tương lai.,Regional Bias,"buông thả, thiếu kế hoạch",Người Sài Gòn,medium,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Người bị cận thị nặng mà không đeo kính thì nhìn đần đần.,Appearance Bias,"cận thị, không đeo kính",người cận thị,medium,Không đeo kính không phản ánh trí tuệ mà có thể là lựa chọn hoặc hoàn cảnh.,11
Tuổi đó mà làm sếp thì ai nghe.,Age Bias,"tuổi đó, ai nghe",Người trẻ,Medium,Năng lực lãnh đạo không phụ thuộc vào tuổi tác mà vào kỹ năng và tầm nhìn.,2
"Thật ra phụ nữ con gái mà hung hăng, hay to tiếng thì không ai ưa.",Gender Bias,"hung hăng to tiếng, không ai ưa",phụ nữ,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Ở độ tuổi 50 mà thay đổi nghề, dại thật.",Age Bias,"50 tuổi, thay đổi nghề, dại",Người trung niên,High,Thay đổi nghề ở bất kỳ độ tuổi nào đều có thể là quyết định đúng đắn.,2
"Không biết sao chứ người Sài Gòn chỉ biết kiếm tiền, không quan tâm gia đình.",Regional Bias,"ham tiền, thiếu quan tâm gia đình",Người Sài Gòn,high,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Cứ nhìn vào người miền Bắc là thấy ăn uống cầu kỳ nhưng ít chia sẻ.,Regional Bias,"cầu kỳ, ít chia sẻ",Người miền Bắc,low,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
người ủng hộ chính sách công thường bị cho là không đáng tin.,Political Bias,không đáng tin,người ủng hộ chính sách công,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Xã hội mình vẫn quan niệm đàn ông Việt Nam đàn ông mà thích hoa lá cỏ cây thì trông không bình thường.,Gender Bias,"thích hoa lá, không bình thường",đàn ông,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Nó còn trẻ quá, chưa đủ chín để lãnh đạo.",Age Bias,"còn trẻ quá, chưa đủ chín",Người trẻ,Medium,Nhiều nhà lãnh đạo xuất sắc đã thành công từ rất trẻ.,2
Người chân tay ngắn không thanh lịch.,Appearance Bias,"chân ngắn, tay ngắn",người chân tay ngắn,medium,Sự thanh lịch không phụ thuộc vào tỷ lệ cơ thể.,11
"Bạn tôi kể người miền Bắc chỉ lo bon chen, tranh giành, thấy đúng thật.",Regional Bias,"bon chen, tranh giành",Người miền Bắc,high,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
Tôi không thích người phụ nữ vì mà không biết nấu ăn thì lấy chồng ai người ta lấy.,Gender Bias,"nấu ăn, lấy chồng",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Tôi né dân Quảng vì hay tự cao về truyền thống địa phương.,Regional Bias,"tự cao, cục bộ",Người Quảng Nam,medium,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Gen Z không biết cách viết email chuyên nghiệp.,Age Bias,"gen Z, không biết viết email",Người trẻ/Gen Z,Medium,Kỹ năng viết email có thể được học và thực hành ở mọi lứa tuổi.,2
"Ông bà tôi hay nói thợ trang điểm thì có gì đặc biệt đâu, ai học vài buổi là làm được.",Occupation Bias,ai học vài buổi là làm được,thợ trang điểm / makeup artist,medium,"Thợ trang điểm chuyên nghiệp cần hiểu biết về màu sắc, kỹ thuật và đặc điểm da khác nhau.",4
Người làm bảo hiểm thì cũng là dân lừa đảo theo đội nhóm. Đó là định kiến cần thay đổi.,Occupation Bias,dân lừa đảo,nhân viên bảo hiểm,low,Đa số nhân viên bảo hiểm là chuyên gia tuân thủ quy định và cung cấp giải pháp bảo vệ tài chính hợp pháp.,4
Ai cũng biết người chuyển giới người chuyển giới chỉ là người bệnh tâm thần đang nhầm lẫn về bản thân.,Gender Bias,"bệnh tâm thần, nhầm lẫn về bản thân",người chuyển giới,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Người Quảng Nam thì ai cũng biết là thực dụng quá mức, không có tình cảm.",Regional Bias,"thực dụng, thiếu tình cảm",Người Quảng Nam,medium,"Hãy đánh giá mỗi người qua hành động và phẩm chất của họ, không phải quê quán.",12
Người làm bán vé số thì không hiểu được đầu tư dài hạn đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
Người dân tộc thiểu số trông không sạch sẽ bằng người Kinh.,Appearance Bias,"dân tộc thiểu số, người thiểu số",người dân tộc thiểu số,high,Dân tộc không liên quan đến sự sạch sẽ hay vệ sinh cá nhân.,11
"Làm việc với dân Quảng mệt lắm vì làm ăn nhỏ lẻ, không có tầm nhìn xa.",Regional Bias,"thiếu tầm nhìn, nhỏ lẻ",Người Quảng Nam,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Người già không nên dùng smartphone đời mới, rối não lắm.",Age Bias,"người già, smartphone đời mới",Người cao tuổi,Medium,Nhiều người lớn tuổi sử dụng thành thạo smartphone và công nghệ mới nhất.,2
Người bị vitiligo lốm đốm trắng nhìn kỳ.,Appearance Bias,"vitiligo, bạch biến",người bị bạch biến,high,Bạch biến là tình trạng da và không làm vẻ ngoài của người đó kỳ lạ hay đáng tránh.,11
Bọn 9x trở đi sống ảo nhiều hơn sống thật.,Age Bias,"bọn 9x, sống ảo",Thế hệ 9x,Medium,"Cuộc sống số là một phần thực tế của xã hội hiện đại, không phải sống ảo.",2
Xã hội mình hay quan niệm làm hành chính thì cũng chỉ là chuyển giấy tờ thôi.,Occupation Bias,chỉ là chuyển giấy tờ,nhân viên hành chính,medium,Nhân viên hành chính đảm bảo hoạt động trơn tru của tổ chức và xử lý nhiều quy trình quan trọng.,4
"Người ta vẫn hay nói dân xứ Quảng cứng đầu, hay cãi bướng.",Regional Bias,"cứng đầu, cãi bướng",Người Quảng Nam,medium,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
"Câu chuyện hay gặp là đàn bà phụ nữ mà không chịu lấy chồng là ích kỷ, không lo cho gia đình.",Gender Bias,"không chịu lấy chồng, ích kỷ",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Nghề chăn trâu thì lạc hậu, người văn minh không làm.",Occupation Bias,"lạc hậu, người văn minh không làm",người chăn trâu,high,"Chăn nuôi gia súc là ngành kinh tế quan trọng, không có gì là lạc hậu trong việc này.",4
Mọi người đều nói phụ nữ đàn ông mới nên là người quyết định các khoản chi lớn trong gia đình.,Gender Bias,"quyết định chi lớn, đàn ông",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Vào Nam làm việc rồi mới biết sống, ở tỉnh chỉ mãi nghèo thôi.",Class/Socioeconomic Bias,người ở tỉnh,high,low,Nhiều người thành công ở các tỉnh mà không cần di chuyển vào Nam.,3
"Mọi người đều nói con gái phụ nữ mà không chịu lấy chồng là ích kỷ, không lo cho gia đình.",Gender Bias,"không chịu lấy chồng, ích kỷ",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Làm shipper chứ đâu phải người thành đạt mà mặc đồ xịn.,Class/Socioeconomic Bias,shipper,high,medium,Mọi người đều có quyền ăn mặc theo ý thích bất kể nghề nghiệp.,3
"Không ít người cho rằng phụ nữ con gái điểm cao hơn con trai vì chăm hơn, không phải thông minh hơn.",Gender Bias,chăm hơn không phải thông minh hơn,phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Thanh niên tuổi đó mà đã nghĩ đến hưu trí, lạ thật.",Age Bias,"thanh niên, nghĩ đến hưu trí, lạ",Người trẻ,Low,Lập kế hoạch tài chính sớm là thói quen tốt cần được khuyến khích.,2
"Nhiều người nghĩ người chạy xe ôm truyền thống thì bị Grab thay thế rồi, lạc hậu lắm.",Occupation Bias,lạc hậu,xe ôm truyền thống,medium,Người lao động trong ngành vận tải có khả năng thích nghi với công nghệ mới.,4
Xã hội mình hay quan niệm người dọn phòng khách sạn thì làm việc không cần nghĩ ngợi gì.,Occupation Bias,không cần nghĩ ngợi gì,nhân viên dọn phòng khách sạn,medium,"Nhân viên dọn phòng cần kỹ năng tổ chức, chú ý chi tiết và hiểu biết về tiêu chuẩn vệ sinh khách sạn.",4
Xã hội mình hay quan niệm trợ lý giám đốc thì cũng chỉ là thư ký cao cấp thôi.,Occupation Bias,thư ký cao cấp,trợ lý giám đốc,medium,Trợ lý điều hành quản lý các nhiệm vụ phức tạp và thường là nhân vật chủ chốt trong tổ chức.,4
Chỉ học hết lớp 9 thì sau này chỉ ra khu công nghiệp làm thôi. Đó là định kiến cần thay đổi.,Occupation Bias,chỉ ra khu công nghiệp làm,lao động khu công nghiệp,low,Lao động khu công nghiệp đóng góp lớn cho nền kinh tế và có thể phát triển sự nghiệp bền vững.,4
Ai cũng biết dân Hà Nội chỉ biết ăn ngon mặc đẹp chứ không lo làm giàu.,Regional Bias,"hưởng thụ, thiếu thực tế",Người Hà Nội,medium,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Tôi đã từng gặp phụ nữ Việt Nam và thấy con trai dù học ít hơn vẫn có thể lãnh đạo tốt hơn phụ nữ có bằng.,Gender Bias,học ít hơn vẫn lãnh đạo tốt hơn,phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Nghe nói giặt đồ thuê thì cũng chỉ là nghề hạ đẳng trong xã hội.,Occupation Bias,nghề hạ đẳng,người giặt đồ thuê,high,Không có nghề nghiệp nào là 'hạ đẳng'; mọi lao động hợp pháp đều xứng đáng được tôn trọng.,4
Nghe nói người miền Bắc ăn uống cầu kỳ nhưng ít chia sẻ.,Regional Bias,"cầu kỳ, ít chia sẻ",Người miền Bắc,low,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
"Mọi người đều nói người phụ nữ con gái học bác sĩ, luật sư cũng được nhưng rồi cũng vì chồng con.",Gender Bias,"vì chồng con, học bác sĩ luật sư",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Thật ra người LGBT người LGBT không có khả năng nuôi dạy con cái bình thường.,Gender Bias,"không có khả năng nuôi dạy con, bình thường",người LGBT,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Không biết sao chứ đàn ông Việt Nam việc nội trợ là của đàn bà, đàn ông không cần đụng tay.",Gender Bias,"nội trợ của đàn bà, không cần đụng tay",đàn ông,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Dân xứ Quảng thì ai cũng biết là sống khép kín, ít giao lưu.",Regional Bias,"khép kín, ít giao lưu",Người Quảng Nam,low,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
"Nhiều người nghĩ người trồng hoa thì cũng chỉ biết tưới nước, không cần học.",Occupation Bias,"chỉ biết tưới nước, không cần học",người trồng hoa,medium,"Trồng hoa thương mại đòi hỏi kiến thức về giống, đất, phân bón và quản lý sâu bệnh.",4
